mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,country,political_group,political_group_abb,national_political_group,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,age,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
124846,Ms,Pina,Picierno,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,S. Maria Capua Vetere (CE),10/5/1981 0:00,,41,https://www.europarl.europa.eu/mepphoto/124846.jpg,giuseppina.picierno@europarl.europa.eu,,https://twitter.com/pinapic,https://www.facebook.com/pinapic,,,https://data.europarl.europa.eu/person/124846
230085,Ms,Camilla,Laureti,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,Roma,5/20/1975 1:00,,48,https://www.europarl.europa.eu/mepphoto/230085.jpg,camilla.laureti@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/230085
124799,Ms,Alessandra,Moretti,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,Vicenza,6/24/1973 1:00,,49,https://www.europarl.europa.eu/mepphoto/124799.jpg,alessandra.moretti@europarl.europa.eu,https://alessandramoretti.eu/,https://twitter.com/ale_moretti,,https://www.facebook.com/alessandramorettiPD,,https://data.europarl.europa.eu/person/124799
197591,Ms,Irene,Tinagli,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,Empoli,4/16/1974 1:00,,49,https://www.europarl.europa.eu/mepphoto/197591.jpg,irene.tinagli@europarl.europa.eu,https://www.irenetinagli.it,https://twitter.com/itinagli,https://www.facebook.com/Irene-Tinagli-142983109068196,,,https://data.europarl.europa.eu/person/197591
197618,Ms,Elisabetta,Gualmini,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,Modena,5/17/1968 1:00,,55,https://www.europarl.europa.eu/mepphoto/197618.jpg,elisabetta.gualmini@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197618
197792,Ms,Daniela,Rondinelli,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,Roma,8/19/1967 1:00,,55,https://www.europarl.europa.eu/mepphoto/197792.jpg,daniela.rondinelli@europarl.europa.eu,,https://twitter.com/dani_rondinelli,https://www.facebook.com/DanielaRondinelliM5S/,,https://deskgram.net/danielarondinelli_m5s,https://data.europarl.europa.eu/person/197792
240478,Ms,Beatrice,Covassi,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,Firenze,1/12/1968 1:00,,55,https://www.europarl.europa.eu/mepphoto/240478.jpg,beatrice.covassi@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/240478
197791,Mr,Massimiliano,Smeriglio,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,male,Italy,Roma,8/5/1966 1:00,,56,https://www.europarl.europa.eu/mepphoto/197791.jpg,massimiliano.smeriglio@europarl.europa.eu,https://europa.massimilianosmeriglio.it,https://twitter.com/maxsmeriglio,https://www.facebook.com/massimiliano.smeriglio,,https://www.instagram.com/massimilianosmeriglio/?igshid=1lkzoaqtzbb7r,https://data.europarl.europa.eu/person/197791
96891,Mr,Paolo,De Castro,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,male,Italy,S. Pietro Vernotico,2/2/1958 1:00,,65,https://www.europarl.europa.eu/mepphoto/96891.jpg,paolo.decastro@europarl.europa.eu,https://www.paolodecastro.it,https://twitter.com/paolodecastro,https://www.facebook.com/paolo.decastro,,,https://data.europarl.europa.eu/person/96891
197808,Mr,Pietro,Bartolo,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,male,Italy,Lampedusa,10/2/1956 1:00,,66,https://www.europarl.europa.eu/mepphoto/197808.jpg,pietro.bartolo@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197808
239257,Mr,Achille,Variati,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,male,Italy,Vicenza,1/19/1953 1:00,,70,https://www.europarl.europa.eu/mepphoto/239257.jpg,achille.variati@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/239257
28340,Ms,Patrizia,Toia,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,,3/17/1950 1:00,,73,https://www.europarl.europa.eu/mepphoto/28340.jpg,patrizia.toia@europarl.europa.eu,,https://twitter.com/toiapatrizia,,https://www.facebook.com/ToiaPatrizia,https://www.instagram.com/patriziatoia,https://data.europarl.europa.eu/person/28340
197590,Mr,Giuliano,Pisapia,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Independent,male,Italy,Milano,5/20/1949 1:00,,74,https://www.europarl.europa.eu/mepphoto/197590.jpg,giuliano.pisapia@europarl.europa.eu,,https://twitter.com/giulianopisapia,https://www.facebook.com/giulianopisapia1/,,,https://data.europarl.europa.eu/person/197590
197801,Mr,Franco,Roberti,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,male,Italy,Napoli,11/16/1947 1:00,,75,https://www.europarl.europa.eu/mepphoto/197801.jpg,franco.roberti@europarl.europa.eu,,https://twitter.com/francorobertieu/,,,https://www.instagram.com/francorobertieu/,https://data.europarl.europa.eu/person/197801
28346,Ms,Mercedes,Bresso,,,Italy,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Partito Democratico,female,Italy,Sanremo (IM),12/7/1944 0:00,,78,https://www.europarl.europa.eu/mepphoto/28346.jpg,mercedes.bresso@europarl.europa.eu,,,https://www.facebook.com/mercedesbresso,,https://www.instagram.com/mercedesbresso_eu,https://data.europarl.europa.eu/person/28346
243912,Ms,Maria Veronica,Rossi,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Ferentino,9/22/1988 0:00,,34,https://www.europarl.europa.eu/mepphoto/243912.jpg,mariaveronica.rossi@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/243912
197580,Ms,Isabella,Tovaglieri,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Busto Arsizio,6/25/1987 0:00,,35,https://www.europarl.europa.eu/mepphoto/197580.jpg,isabella.tovaglieri@europarl.europa.eu,,,https://www.facebook.com/IsabellaTovaglieriLega/,,,https://data.europarl.europa.eu/person/197580
124780,Mr,Marco,Zanni,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Lovere (BG),11/7/1986 0:00,,36,https://www.europarl.europa.eu/mepphoto/124780.jpg,marco.zanni@europarl.europa.eu,https://www.marco-zanni.eu/,https://twitter.com/Marcozanni86,https://www.facebook.com/marcozanniofficial,,https://instagram.com/marcozanniofficial?utm_medium=copy_link,https://data.europarl.europa.eu/person/124780
197786,Ms,Susanna,Ceccardi,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Pisa,3/19/1987 1:00,,36,https://www.europarl.europa.eu/mepphoto/197786.jpg,susanna.ceccardi@europarl.europa.eu,,,https://www.facebook.com/Susannaceccardi87/,,,https://data.europarl.europa.eu/person/197786
239255,Mr,Matteo,Gazzini,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Bolzano,9/7/1985 0:00,,37,https://www.europarl.europa.eu/mepphoto/239255.jpg,matteo.gazzini@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/239255
197578,Ms,Silvia,Sardone,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Milano,12/25/1982 1:00,,40,https://www.europarl.europa.eu/mepphoto/197578.jpg,silvia.sardone@europarl.europa.eu,https://silviasardone.it/,https://twitter.com/SardoneSilvia,https://www.facebook.com/silviasardone,,https://www.instagram.com/silviasardone/,https://data.europarl.europa.eu/person/197578
99283,Mr,Alessandro,Panza,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Domodossola,5/15/1982 0:00,,41,https://www.europarl.europa.eu/mepphoto/99283.jpg,alessandro.panza@europarl.europa.eu,,https://twitter.com/alepanzaoff,https://www.facebook.com/alepanzaoff,,https://www.instagram.com/alepanzaoff/,https://data.europarl.europa.eu/person/99283
101039,Mr,Paolo,Borchia,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,NEGRAR,5/27/1980 0:00,,43,https://www.europarl.europa.eu/mepphoto/101039.jpg,paolo.borchia@europarl.europa.eu,,https://twitter.com/paoloborchia?lang=en,https://www.facebook.com/PaoloBorchiaofficial/,,https://www.instagram.com/paoloborchia/,https://data.europarl.europa.eu/person/101039
197806,Ms,Annalisa,Tardino,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Licata,4/30/1979 0:00,,44,https://www.europarl.europa.eu/mepphoto/197806.jpg,annalisa.tardino@europarl.europa.eu,,https://twitter.com/TardinoAnnalisa,https://www.facebook.com/VotaAnnalisaTardino/,,,https://data.europarl.europa.eu/person/197806
183793,Mr,Angelo,Ciocca,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,,6/28/1975 1:00,,47,https://www.europarl.europa.eu/mepphoto/183793.jpg,angelo.ciocca@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/183793
35016,Mr,Marco,Campomenosi,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,GENOVA,2/9/1975 1:00,,48,https://www.europarl.europa.eu/mepphoto/35016.jpg,marco.campomenosi@europarl.europa.eu,,https://twitter.com/mcampomenosi?lang=en,https://www.facebook.com/marco.campomenosi/,,https://www.instagram.com/campomenosimarco/?hl=en,https://data.europarl.europa.eu/person/35016
239262,Ms,Elisabetta,De Blasis,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Avezzano,4/30/1974 1:00,,49,https://www.europarl.europa.eu/mepphoto/239262.jpg,elisabetta.deblasis@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/239262
197582,Ms,Gianna,Gancia,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Bra,12/31/1972 1:00,,50,https://www.europarl.europa.eu/mepphoto/197582.jpg,gianna.gancia@europarl.europa.eu,https://giannagancia.it/,https://twitter.com/giannagancia?lang=en,https://www.facebook.com/giannagancia/,,,https://data.europarl.europa.eu/person/197582
197586,Ms,Stefania,Zambelli,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Salò,6/4/1971 1:00,,52,https://www.europarl.europa.eu/mepphoto/197586.jpg,stefania.zambelli@europarl.europa.eu,,,https://www.facebook.com/scrivizambelli,,,https://data.europarl.europa.eu/person/197586
197796,Mr,Massimo,Casanova,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Bologna,8/31/1970 1:00,,52,https://www.europarl.europa.eu/mepphoto/197796.jpg,massimo.casanova@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197796
197616,Ms,Rosanna,Conte,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Portogruaro,4/17/1968 1:00,,55,https://www.europarl.europa.eu/mepphoto/197616.jpg,rosanna.conte@europarl.europa.eu,,https://twitter.com/rosannaconte_?lang=en,https://www.facebook.com/RosannaConte.Lega/,,https://www.instagram.com/rosannaconte.lega/?hl=en,https://data.europarl.europa.eu/person/197616
197611,Ms,Elena,Lizzi,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,San Daniele del Friuli,10/30/1967 1:00,,55,https://www.europarl.europa.eu/mepphoto/197611.jpg,elena.lizzi@europarl.europa.eu,,https://twitter.com/elenalizzi,https://www.facebook.com/scrivolizzi/,,https://www.instagram.com/elena_lizzi_/,https://data.europarl.europa.eu/person/197611
197610,Ms,Alessandra,Basso,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Treviso,3/14/1967 1:00,,56,https://www.europarl.europa.eu/mepphoto/197610.jpg,alessandra.basso@europarl.europa.eu,,,https://www.facebook.com/alessandrabassoMEP,,,https://data.europarl.europa.eu/person/197610
192635,Mr,Danilo Oscar,Lancini,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Rovato (BS),10/15/1965 1:00,,57,https://www.europarl.europa.eu/mepphoto/192635.jpg,danilooscar.lancini@europarl.europa.eu,https://www.europadaoscarlancini.it/,https://twitter.com/doscarlancini,https://www.facebook.com/DOscarLancini/,,https://www.instagram.com/danilooscarlancini/,https://data.europarl.europa.eu/person/192635
197799,Mr,Valentino,Grant,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,,4/21/1964 1:00,,59,https://www.europarl.europa.eu/mepphoto/197799.jpg,valentino.grant@europarl.europa.eu,,https://twitter.com/ValentinoGrant,,,,https://data.europarl.europa.eu/person/197799
197826,Mr,Matteo,Adinolfi,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Latina,12/24/1963 1:00,,59,https://www.europarl.europa.eu/mepphoto/197826.jpg,matteo.adinolfi@europarl.europa.eu,,,https://www.facebook.com/MatteoAdinolfiLega,,,https://data.europarl.europa.eu/person/197826
239256,Ms,Paola,Ghidoni,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Montecchio Maggiore,8/7/1963 1:00,,59,https://www.europarl.europa.eu/mepphoto/239256.jpg,paola.ghidoni@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/239256
197788,Ms,Anna,Bonfrisco,,,Italy,Identity and Democracy Group,ID,Lega,female,Italy,Riva del Garda,12/10/1962 1:00,,60,https://www.europarl.europa.eu/mepphoto/197788.jpg,anna.bonfrisco@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197788
197787,Mr,Antonio Maria,Rinaldi,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Roma,2/27/1955 1:00,,68,https://www.europarl.europa.eu/mepphoto/197787.jpg,antonio.rinaldi@europarl.europa.eu,,https://twitter.com/Rinaldi_euro,https://www.facebook.com/rinaldiofficial/,,,https://data.europarl.europa.eu/person/197787
197608,Mr,Gianantonio,Da Re,,,Italy,Identity and Democracy Group,ID,Lega,male,Italy,Cappella Maggiore,6/9/1953 1:00,,70,https://www.europarl.europa.eu/mepphoto/197608.jpg,gianantonio.dare@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197608
197795,Mr,Mario,Furore,,,Italy,Non-attached Members,NI,Movimento 5 Stelle,male,Italy,FOGGIA,12/25/1988 1:00,,34,https://www.europarl.europa.eu/mepphoto/197795.jpg,mario.furore@europarl.europa.eu,http://www.mariofurore.it/,https://twitter.com/MarioFurore,https://www.facebook.com/pg/mariofurore.europarlamentare/posts/,,,https://data.europarl.europa.eu/person/197795
124812,Mr,Fabio Massimo,Castaldo,,,Italy,Non-attached Members,NI,Movimento 5 Stelle,male,Italy,Roma,9/18/1985 0:00,,37,https://www.europarl.europa.eu/mepphoto/124812.jpg,fabiomassimo.castaldo@europarl.europa.eu,http://www.fabiomassimocastaldo.it/,https://twitter.com/FMCastaldo,https://www.facebook.com/FabioMassimoCastaldo,,,https://data.europarl.europa.eu/person/124812
124833,Ms,Laura,Ferrara,,,Italy,Non-attached Members,NI,Movimento 5 Stelle,female,Italy,Napoli,11/9/1983 0:00,,39,https://www.europarl.europa.eu/mepphoto/124833.jpg,laura.ferrara@europarl.europa.eu,http://www.ferraralaura.eu/,https://twitter.com/LFerraraM5S,,https://www.facebook.com/LauraFerraraM5S/,,https://data.europarl.europa.eu/person/124833
197619,Ms,Sabrina,Pignedoli,,,Italy,Non-attached Members,NI,Movimento 5 Stelle,female,Italy,Castelnovo ne' Monti,10/24/1983 1:00,,39,https://www.europarl.europa.eu/mepphoto/197619.jpg,sabrina.pignedoli@europarl.europa.eu,,https://twitter.com/SabriPignedoli,https://www.facebook.com/SabriPignedoli/,,,https://data.europarl.europa.eu/person/197619
197804,Mr,Dino,Giarrusso,,,Italy,Non-attached Members,NI,Independent,male,Italy,,11/9/1974 1:00,,48,https://www.europarl.europa.eu/mepphoto/197804.jpg,dino.giarrusso@europarl.europa.eu,,https://twitter.com/dinogiarrusso,https://www.facebook.com/ienadinogiarrusso,,,https://data.europarl.europa.eu/person/197804
124777,Ms,Tiziana,Beghin,,,Italy,Non-attached Members,NI,Movimento 5 Stelle,female,Italy,,4/2/1971 1:00,,52,https://www.europarl.europa.eu/mepphoto/124777.jpg,tiziana.beghin@europarl.europa.eu,https://www.tizianabeghin.eu,https://twitter.com/beghin_t,,https://www.facebook.com/tizianabeghineuropa/,,https://data.europarl.europa.eu/person/124777
197822,Ms,Francesca,Donato,,,Italy,Non-attached Members,NI,Independent,female,Italy,Ancona,8/25/1969 1:00,,53,https://www.europarl.europa.eu/mepphoto/197822.jpg,donatofrancesca1@gmail.com; francesca.donato@europarl.europa.eu,,https://twitter.com/ladyonorato,https://www.facebook.com/ladyonorato/,,,https://data.europarl.europa.eu/person/197822
96880,Mr,Andrea,Cozzolino,,,Italy,Non-attached Members,NI,Partito Democratico,male,Italy,Napoli,3/8/1962 1:00,,61,https://www.europarl.europa.eu/mepphoto/96880.jpg,andrea.cozzolino@europarl.europa.eu,https://andreacozzolino.eu/,https://twitter.com/cozzolino62,,https://www.facebook.com/cozzolinoandrea,,https://data.europarl.europa.eu/person/96880
239258,Ms,Maria Angela,Danzì,,,Italy,Non-attached Members,NI,Movimento 5 Stelle,female,Italy,LIBRIZZI,5/7/1957 1:00,,66,https://www.europarl.europa.eu/mepphoto/239258.jpg,mariangela.danzi@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/239258
125237,Mr,Marco,Zullo,,,Italy,Renew Europe Group,Renew,Independent,male,Italy,Verona,10/29/1978 1:00,,44,https://www.europarl.europa.eu/mepphoto/125237.jpg,marco.zullo@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/125237
124821,Mr,Nicola,Danti,,,Italy,Renew Europe Group,Renew,Azione - Italia Viva,male,Italy,Pelago (FI),6/9/1966 1:00,,57,https://www.europarl.europa.eu/mepphoto/124821.jpg,nicola.danti@europarl.europa.eu,http://www.nicoladanti.it/,https://twitter.com/DantiNicola/,,https://www.facebook.com/nicola.danti,https://www.instagram.com/nicoladantieu/,https://data.europarl.europa.eu/person/124821
192634,Mr,Giuseppe,Ferrandino,,,Italy,Renew Europe Group,Renew,Azione - Italia Viva,male,Italy,Ischia (NA),3/21/1963 1:00,,60,https://www.europarl.europa.eu/mepphoto/192634.jpg,giuseppe.ferrandino@europarl.europa.eu,https://www.giosiferrandino.eu/,https://twitter.com/giosiferrandino,https://www.facebook.com/giosiferrandino,,,https://data.europarl.europa.eu/person/192634
28615,Mr,Roberts,Zīle,,,Latvia,European Conservatives and Reformists Group,ECR,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",male,Latvia,Rīga,6/20/1958 1:00,,64,https://www.europarl.europa.eu/mepphoto/28615.jpg,roberts.zile@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/28615
130256,Ms,Dace,Melbārde,,,Latvia,Group of the European People's Party (Christian Democrats),EPP,"Partija ""VIENOTĪBA""",female,Latvia,Riga,3/4/1971 1:00,,52,https://www.europarl.europa.eu/mepphoto/130256.jpg,dace.melbarde@europarl.europa.eu,,,,https://www.facebook.com/DaceMelbardeEU,,https://data.europarl.europa.eu/person/130256
96934,Ms,Sandra,Kalniete,,,Latvia,Group of the European People's Party (Christian Democrats),EPP,"Partija ""VIENOTĪBA""",female,Latvia,Tomskas apg. Kolpaševas raj. Toguras ciems,12/22/1952 1:00,,70,https://www.europarl.europa.eu/mepphoto/96934.jpg,sandra.kalniete@europarl.europa.eu,,https://twitter.com/kalniete,https://www.facebook.com/kalniete.sandra/,,https://www.instagram.com/sandrakalnietelv/,https://data.europarl.europa.eu/person/96934
28617,Ms,Inese,Vaidere,,,Latvia,Group of the European People's Party (Christian Democrats),EPP,"Partija ""VIENOTĪBA""",female,Latvia,Jelgavā,3/9/1952 1:00,,71,https://www.europarl.europa.eu/mepphoto/28617.jpg,inese.vaidere@europarl.europa.eu,http://www.inese-vaidere.lv/,https://twitter.com/inesevaidere,https://www.facebook.com/inese.vaidere.9?ref=tn_tnmn,,https://www.instagram.com/inese_vaidere/,https://data.europarl.europa.eu/person/28617
197810,Mr,Nils,Ušakovs,,,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,"""Saskaņa"" sociāldemokrātiskā partija",male,Latvia,RIGA,8/6/1976 1:00,,46,https://www.europarl.europa.eu/mepphoto/197810.jpg,nils.usakovs@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197810
197783,Mr,Andris,Ameriks,,,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Gods kalpot Rīgai,male,Latvia,Riga,5/3/1961 1:00,,62,https://www.europarl.europa.eu/mepphoto/197783.jpg,andris.ameriks@europarl.europa.eu,,https://twitter.com/AndrisAmeriks,https://www.facebook.com/Andris.Ameriks/,,,https://data.europarl.europa.eu/person/197783
28619,Ms,Tatjana,Ždanoka,,,Latvia,Non-attached Members,NI,Latvijas Krievu savienība,female,Latvia,Rīga,8/5/1950 1:00,,72,https://www.europarl.europa.eu/mepphoto/28619.jpg,tatjana.zdanoka@europarl.europa.eu,https://rusojuz.lv/en/,https://twitter.com/Tatjana_Zdanoka,https://www.facebook.com/tatjana.zdanoka,,,https://data.europarl.europa.eu/person/28619
197624,Mr,Ivars,Ijabs,,,Latvia,Renew Europe Group,Renew,Attīstībai/Par!,male,Latvia,Riga,11/17/1972 1:00,,50,https://www.europarl.europa.eu/mepphoto/197624.jpg,ivars.ijabs@europarl.europa.eu,,https://twitter.com/ijabs,,https://www.facebook.com/ijabs.ivars/,,https://data.europarl.europa.eu/person/197624
96697,Mr,Waldemar,Tomaszewski,,,Lithuania,European Conservatives and Reformists Group,ECR,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga,male,Lithuania,Vilnius,3/3/1965 1:00,,58,https://www.europarl.europa.eu/mepphoto/96697.jpg,waldemar.TOMASZEWSKI@europarl.europa.eu; valdemar.tomasevski@europarl.europa.eu,http://www.vtomasevski.lt,,https://www.facebook.com/VTomasevski,,,https://data.europarl.europa.eu/person/96697
197840,Ms,Rasa,Juknevičienė,,,Lithuania,Group of the European People's Party (Christian Democrats),EPP,Tėvynės sąjunga-Lietuvos krikščionys demokratai,female,Lithuania,Panevėžys,1/26/1958 1:00,,65,https://www.europarl.europa.eu/mepphoto/197840.jpg,rasa.jukneviciene@europarl.europa.eu,https://elpnariai.lt/,https://twitter.com/RJukneviciene,https://www.facebook.com/rasa.jukneviciene,,https://www.instagram.com/rasa_jukneviciene/,https://data.europarl.europa.eu/person/197840
197835,Ms,Aušra,Maldeikienė,,,Lithuania,Group of the European People's Party (Christian Democrats),EPP,Tėvynės sąjunga-Lietuvos krikščionys demokratai,female,Lithuania,Palanga,4/6/1958 1:00,,65,https://www.europarl.europa.eu/mepphoto/197835.jpg,ausra.maldeikiene@europarl.europa.eu,http://www.maldeikiene.lt/,https://twitter.com/maldeikiene,https://www.facebook.com/maldeikiene/,,https://www.instagram.com/maldeikiene/,https://data.europarl.europa.eu/person/197835
197843,Mr,Andrius,Kubilius,,,Lithuania,Group of the European People's Party (Christian Democrats),EPP,Tėvynės sąjunga-Lietuvos krikščionys demokratai,male,Lithuania,Lietuva,8/12/1956 1:00,,66,https://www.europarl.europa.eu/mepphoto/197843.jpg,andrius.kubilius@europarl.europa.eu,https://elpnariai.lt/,https://twitter.com/kubiliusa,https://www.facebook.com/kubilius.lt/,,,https://data.europarl.europa.eu/person/197843
197841,Mr,Liudas,Mažylis,,,Lithuania,Group of the European People's Party (Christian Democrats),EPP,Tėvynės sąjunga-Lietuvos krikščionys demokratai,male,Lithuania,Kaunas,5/19/1954 1:00,,69,https://www.europarl.europa.eu/mepphoto/197841.jpg,liudas.mazylis@europarl.europa.eu,http://elpnariai.lt/,,,,,https://data.europarl.europa.eu/person/197841
197837,Mr,Stasys,Jakeliūnas,,,Lithuania,Group of the Greens/European Free Alliance,Greens-EFA,Independent,male,Lithuania,Karaganda,2/10/1958 1:00,,65,https://www.europarl.europa.eu/mepphoto/197837.jpg,stasys.jakeliunas@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/197837
125214,Mr,Bronis,Ropė,,,Lithuania,Group of the Greens/European Free Alliance,Greens-EFA,Lietuvos valstiečių ir žaliųjų sąjunga,male,Lithuania,Ignalina,4/14/1955 1:00,,68,https://www.europarl.europa.eu/mepphoto/125214.jpg,bronis.rope@europarl.europa.eu,http://www.rope.lt/,,https://www.facebook.com/rope.bronis,,,https://data.europarl.europa.eu/person/125214
96681,Ms,Vilija,Blinkevičiūtė,,,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Lietuvos socialdemokratų partija,female,Lithuania,Linkuva,3/3/1960 1:00,,63,https://www.europarl.europa.eu/mepphoto/96681.jpg,vilija.blinkeviciute@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/96681
197838,Mr,Juozas,Olekas,,,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the  European Parliament,S&D,Lietuvos socialdemokratų partija,male,Lithuania,Mazas Ungutas,10/30/1955 1:00,,67,https://www.europarl.europa.eu/mepphoto/197838.jpg,juozas.olekas@europarl.europa.eu,,,,https://www.facebook.com/juozas.olekas.5,,https://data.europarl.europa.eu/person/197838
96698,Mr,Viktor,Uspaskich,,,Lithuania,Non-attached Members,NI,Darbo partija,male,Lithuania,Vilnius,7/24/1959 1:00,,63,https://www.europarl.europa.eu/mepphoto/96698.jpg,viktor.uspaskich@europarl.europa.eu,https://www.uspaskich.eu/,http://twitter.com/ViktorUspaskich,,https://www.facebook.com/people/Viktor-Uspaskich/100004808381839,,https://data.europarl.europa.eu/person/96698
124766,Mr,Petras,Auštrevičius,,,Lithuania,Renew Europe Group,Renew,Lietuvos Respublikos liberalų sąjūdis,male,Lithuania,Vilnius,5/16/1963 1:00,,60,https://www.europarl.europa.eu/mepphoto/124766.jpg,petras.austrevicius@europarl.europa.eu,http://www.austrevicius.lt,https://twitter.com/petras_petras,https://www.facebook.com/PetroAustreviciausbiuras,,,https://data.europarl.europa.eu/person/124766
193419,Mr,Christophe,Hansen,,,Luxembourg,Group of the European People's Party (Christian Democrats),EPP,Parti chrétien social luxembourgeois,male,Luxembourg,WILTZ,2/21/1982 1:00,,41,https://www.europarl.europa.eu/mepphoto/193419.jpg,christophe.hansen@europarl.europa.eu,https://www.christophehanseneu.lu/fr/,https://twitter.com/CHansenEU,https://www.facebook.com/ChristopheHansenEU,,,https://data.europarl.europa.eu/person/193419
197421,Ms,Isabel,Wiseler-Lima,,,Luxembourg,Group of the European People's Party (Christian Democrats),EPP,Parti chrétien social luxembourgeois,female,Luxembourg,Odivelas-Loures,12/29/1961 1:00,,61,https://www.europarl.europa.eu/mepphoto/197421.jpg,isabel.wiseler@europarl.europa.eu,https://wiseler-lima.eu,https://twitter.com/iwiseler,https://www.facebook.com/isabel.wiseler.lima/,,https://www.instagram.com/isabelwiseler/,https://data.europarl.europa.eu/person/197421
193292,Ms,Tilly,Metz,,,Luxembourg,Group of the Greens/European Free Alliance,Greens-EFA,Déi Gréng - Les Verts,female,Luxembourg,Luxembourg,5/26/1967 1:00,,56,https://www.europarl.europa.eu/mepphoto/193292.jpg,tilly.metz@europarl.europa.eu,https://tillymetz.lu/,https://twitter.com/MetzTilly,https://www.facebook.com/TillyMetzMEP/,,https://www.instagram.com/metztilly/,https://data.europarl.europa.eu/person/193292
